#  program: tccheck_single,,,,
#  date: Tue Mar 13 16:39:56 2018,,,,
# ,,,,
#  [2.6,6,0.01, 1],
#  R bridge,,,,
# SIM921 in slot 7: Stanford_Research_Systems,SIM921,s/n012022,ver4.2,
#  Mux,,,,
# SIM925 in slot 6,channel 1: Stanford_Research_Systems,SIM925,s/n004463,ver1.32
#  Time, channel, temperature, resistance,
1521069281,2,3.202,-9.92E+00,
1521069289,3,3.201,4.16E+01,
1521069296,4,3.2,-2.68E+01,
1521069302,5,3.201,7.35E+01,
1521069309,6,3.196,-8.41E+01,
1521069315,1,3.197,-1.75E+02,
1521069321,2,3.194,3.25E+01,
1521069329,3,3.192,6.51E+01,
1521069337,4,3.19,2.24E+01,
1521069343,5,3.188,-2.52E+01,
1521069350,6,3.189,7.57E+01,
1521069357,1,3.186,-1.79E+02,
1521069363,2,3.188,-4.29E+02,
1521069369,3,3.185,4.67E+01,
1521069375,4,3.185,4.34E+01,
1521069382,5,3.182,5.92E+01,
1521069390,6,3.182,1.36E+02,
1521069396,1,3.179,-6.19E+01,
1521069402,2,3.181,1.57E+01,
1521069408,3,3.18,2.26E+01,
1521069414,4,3.177,-2.19E+01,
1521069420,5,3.177,1.69E+02,
1521069429,6,3.175,3.10E+02,
1521069436,1,3.176,3.67E+01,
1521069442,2,3.174,-2.83E+01,
1521069449,3,3.172,8.44E+01,
1521069455,4,3.171,3.84E+01,
1521069461,5,3.173,-6.19E+01,
1521069469,6,3.17,3.78E+01,
1521069477,1,3.17,2.86E+01,
1521069483,2,3.169,-1.97E+02,
1521069490,3,3.169,2.91E+01,
1521069497,4,3.166,-3.74E+01,
1521069503,5,3.168,-2.49E+01,
1521069509,6,3.165,6.87E+01,
1521069515,1,3.166,5.23E+01,
1521069521,2,3.165,-1.41E+02,
1521069530,3,3.162,-2.56E+02,
1521069536,4,3.16,-3.73E+01,
1521069542,5,3.158,-1.38E+02,
1521069548,6,3.16,-4.63E+01,
1521069554,1,3.16,-6.09E+01,
1521069560,2,3.156,-4.26E+01,
1521069568,3,3.156,8.74E+00,
1521069575,4,3.154,-3.78E+02,
1521069581,5,3.155,1.02E+02,
1521069588,6,3.152,-1.48E+02,
1521069595,1,3.152,3.24E+01,
1521069601,2,3.149,3.84E+01,
1521069609,3,3.147,1.62E+02,
1521069616,4,3.149,-3.56E+01,
1521069623,5,3.148,-1.33E+02,
1521069630,6,3.145,-2.91E+01,
1521069637,1,3.143,1.24E+02,
1521069643,2,3.143,8.64E+01,
1521069649,3,3.143,5.23E+01,
1521069655,4,3.14,4.26E+01,
1521069661,5,3.139,2.82E+01,
1521069669,6,3.138,-4.45E+01,
1521069676,1,3.139,2.68E+01,
1521069682,2,3.138,3.90E+01,
1521069688,3,3.136,9.88E+01,
1521069694,4,3.137,-1.59E+02,
1521069700,5,3.134,3.79E+01,
1521069709,6,3.134,5.15E+01,
1521069716,1,3.133,3.13E+01,
1521069722,2,3.133,9.00E+02,
1521069729,3,3.13,-2.94E+02,
1521069735,4,3.131,4.16E+01,
1521069741,5,3.129,1.75E+01,
1521069750,6,3.127,2.56E+02,
1521069756,1,3.128,1.37E+01,
1521069762,2,3.126,2.26E+01,
1521069768,3,3.125,-1.48E+03,
1521069774,4,3.127,1.37E+01,
1521069780,5,3.124,5.17E+01,
1521069789,6,3.123,2.13E+01,
1521069796,1,3.125,9.40E+00,
1521069802,2,3.123,2.98E+01,
1521069809,3,3.124,3.08E+01,
1521069816,4,3.122,-5.67E+01,
1521069822,5,3.121,-1.82E+01,
1521069830,6,3.117,3.87E+01,
1521069836,1,3.116,-2.25E+01,
1521069842,2,3.115,1.00E+01,
1521069849,3,3.117,1.43E+01,
1521069855,4,3.114,-3.88E+02,
1521069861,5,3.116,-7.28E+01,
1521069869,6,3.112,8.57E+01,
1521069876,1,3.113,-6.41E+01,
1521069882,2,3.11,8.93E+02,
1521069889,3,3.112,2.20E+01,
1521069895,4,3.111,3.17E+01,
1521069902,5,3.111,1.49E+02,
1521069910,6,3.107,-3.91E+01,
1521069916,1,3.108,1.11E+02,
1521069922,2,3.107,2.06E+02,
1521069928,3,3.108,2.60E+01,
1521069935,4,3.106,-3.33E+01,
1521069941,5,3.106,-6.59E+01,
1521069949,6,3.103,-1.19E+02,
1521069956,1,3.104,-7.59E+01,
1521069962,2,3.102,-5.35E+00,
1521069970,3,3.102,2.80E+01,
1521069977,4,3.102,5.73E+01,
1521069983,5,3.101,2.62E+01,
1521069989,6,3.101,1.61E+01,
1521069996,1,3.099,-1.01E+02,
1521070002,2,3.099,9.53E+01,
1521070010,3,3.097,6.86E+01,
1521070016,4,3.096,1.09E+02,
1521070022,5,3.096,4.98E+02,
1521070028,6,3.097,-6.43E+01,
1521070034,1,3.096,-7.90E+01,
1521070040,2,3.093,2.90E+01,
1521070049,3,3.095,-5.53E+01,
1521070056,4,3.092,1.66E+01,
1521070062,5,3.093,1.64E+02,
1521070068,6,3.478,7.06E+01,
1521070075,1,3.753,1.56E+02,
1521070081,2,4.164,1.90E+02,
1521070089,3,4.373,4.43E+00,
1521070096,4,4.566,1.55E+02,
1521070102,5,4.595,1.36E+02,
1521070109,6,4.771,8.59E+01,
1521070116,1,4.917,1.54E+02,
1521070122,2,5.079,1.97E+02,
1521070130,3,5.349,1.52E+01,
1521070136,4,5.499,1.74E+02,
1521070142,5,5.52,1.72E+02,
1521070149,6,5.639,-8.94E+00,
1521070155,1,5.761,1.47E+02,
1521070161,2,5.879,1.96E+02,
1521070169,3,6.105,-6.29E+01,
1521070176,4,6.232,1.65E+02,
1521070183,5,6.253,2.00E+02,
1521070190,6,6.38,1.72E+03,
1521070197,1,6.591,1.99E+02,
1521070203,2,6.607,1.79E+02,
1521070210,3,6.729,7.60E+01,
1521070216,4,6.829,1.11E+02,
1521070222,5,6.934,1.62E+02,
1521070230,6,7.135,8.46E+01,
1521070237,1,7.248,2.12E+02,
1521070243,2,7.264,1.47E+02,
1521070249,3,7.361,8.95E+01,
1521070255,4,7.456,1.60E+02,
1521070261,5,7.553,1.96E+02,
1521070269,6,7.738,9.78E+01,
1521070277,1,7.847,1.75E+02,
1521070283,2,7.862,1.45E+02,
1521070290,3,7.972,4.73E+01,
1521070297,4,8.157,2.18E+02,
1521070303,5,8.171,2.11E+02,
1521070309,6,8.276,-4.78E+02,
1521070315,1,8.365,2.76E+02,
1521070322,2,8.454,2.23E+02,
1521070330,3,8.633,1.41E+01,
1521070336,4,8.734,1.27E+02,
1521070343,5,8.75,1.87E+02,
1521070349,6,8.837,5.70E+01,
1521070355,1,8.926,1.67E+02,
1521070361,2,9.014,1.56E+02,
1521070370,3,9.19,4.80E+01,
1521070377,4,9.288,1.66E+02,
1521070383,5,9.303,1.53E+02,
1521070390,6,9.399,2.30E+02,
1521070397,1,9.565,2.04E+02,
1521070403,2,9.579,2.27E+02,
1521070409,3,9.676,6.17E+01,
1521070415,4,9.757,1.46E+02,
1521070422,5,9.839,1.34E+02,
1521070430,6,10.005,1.13E+02,
1521070436,1,10.106,1.05E+02,
1521070442,2,10.12,2.15E+02,
1521070448,3,10.199,6.41E+01,
1521070455,4,10.282,2.15E+02,
1521070461,5,10.363,1.06E+02,
1521070469,6,10.525,7.28E+01,
1521070476,1,10.619,1.78E+02,
1521070482,2,10.632,1.80E+02,
1521070489,3,10.727,1.09E+02,
1521070496,4,10.812,2.17E+02,
1521070502,5,10.905,1.32E+02,
1521070510,6,11.07,7.73E+01,
1521070517,1,11.18,2.41E+02,
1521070525,2,11.261,1.46E+02,
1521070532,3,11.362,-1.03E+02,
1521070538,4,11.389,1.57E+02,
1521070545,5,11.475,1.38E+02,
1521070551,6,11.646,9.96E+01,
1521070560,1,11.747,1.59E+02,
1521070566,2,11.855,1.77E+02,
1521070572,3,11.869,-2.95E+01,
1521070578,4,11.958,1.45E+02,
1521070585,5,12.049,1.93E+02,
1521070591,6,12.137,3.92E+01,
1521070599,1,12.321,1.89E+02,
1521070606,2,12.431,1.65E+02,
1521070613,3,12.446,7.31E+02,
1521070620,4,12.553,1.05E+02,
1521070627,5,12.742,2.12E+02,
1521070633,6,12.757,7.61E+01,
1521070639,1,12.869,1.96E+02,
1521070645,2,12.964,1.84E+02,
1521070651,3,13.062,8.24E+02,
1521070660,4,13.252,1.94E+02,
1521070666,5,13.364,1.77E+02,
1521070672,6,13.382,4.03E+01,
1521070678,1,13.482,1.72E+02,
1521070684,2,13.579,2.02E+02,
1521070690,3,13.675,4.75E+01,
1521070699,4,13.874,1.76E+02,
1521070706,5,13.972,1.59E+02,
1521070712,6,14.004,1.18E+02,
1521070718,1,14.115,1.45E+02,
1521070725,2,14.215,1.66E+02,
1521070731,3,14.415,7.46E+01,
1521070739,4,14.532,1.83E+02,
1521070747,5,14.653,1.94E+02,
1521070753,6,14.671,7.89E+01,
1521070760,1,14.787,1.93E+02,
1521070767,2,14.99,1.97E+02,
1521070773,3,15.006,5.15E+01,
1521070780,4,15.126,2.09E+02,
1521070786,5,15.227,9.68E+01,
1521070792,6,15.332,6.04E+01,
1521070800,1,15.53,1.63E+02,
1521070806,2,15.649,1.51E+02,
1521070812,3,15.666,5.13E+01,
1521070818,4,15.767,2.13E+02,
1521070824,5,15.867,3.06E+02,
1521070830,6,15.964,7.38E+01,
1521070839,1,16.161,2.14E+02,
1521070846,2,16.278,1.46E+02,
1521070852,3,16.294,1.53E+02,
1521070859,4,16.409,1.36E+02,
1521070865,5,16.506,1.81E+02,
1521070871,6,16.622,7.56E+01,
1521070880,1,16.818,2.00E+02,
1521070887,2,16.934,1.73E+02,
1521070893,3,16.952,8.94E+01,
1521070900,4,17.064,1.53E+02,
1521070907,5,17.256,1.66E+02,
1521070913,6,17.271,1.57E+02,
1521070919,1,17.383,2.33E+02,
1521070925,2,17.48,2.24E+02,
1521070931,3,17.574,2.39E+01,
1521070940,4,17.766,1.66E+02,
1521070947,5,17.874,1.72E+02,
1521070953,6,17.891,6.35E+01,
1521070960,1,17.998,1.77E+02,
1521070967,2,18.185,1.81E+02,
1521070973,3,18.2,2.46E+01,
1521070979,4,18.31,2.08E+02,
1521070988,5,18.491,1.73E+02,
1521070995,6,18.586,6.08E+01,
1521071001,1,18.615,2.11E+02,
1521071007,2,18.72,1.97E+02,
1521071014,3,18.808,-1.11E+02,
1521071021,4,18.989,1.75E+02,
1521071029,5,19.095,1.50E+02,
1521071036,6,19.198,6.32E+01,
1521071043,1,19.212,1.81E+02,
1521071050,2,19.317,1.73E+02,
1521071057,3,19.493,2.60E+01,
1521071063,4,19.507,1.77E+02,
1521071069,5,19.609,1.69E+02,
1521071076,6,19.693,7.59E+01,
1521071082,1,19.777,1.87E+02,
1521071090,2,19.944,1.94E+02,
1521071096,3,20.04,4.09E+01,
1521071102,4,20.053,1.99E+02,
1521071108,5,20.135,2.44E+02,
1521071115,6,20.22,5.83E+01,
1521071121,1,20.301,1.77E+02,
1521071129,2,20.464,1.91E+02,
1521071136,3,20.556,1.38E+01,
1521071142,4,20.569,2.01E+02,
1521071149,5,20.661,1.68E+02,
1521071156,6,20.741,5.84E+01,
1521071162,1,20.831,1.94E+02,
1521071170,2,20.987,1.82E+02,
1521071176,3,21.079,1.61E+03,
1521071182,4,21.092,1.82E+02,
1521071189,5,21.166,1.76E+02,
1521071195,6,21.242,5.53E+01,
1521071201,1,21.317,1.74E+02,
1521071209,2,21.467,1.89E+02,
1521071216,3,21.553,3.58E+01,
1521071223,4,21.567,1.93E+02,
1521071230,5,21.653,1.78E+02,
1521071237,6,21.802,5.66E+01,
1521071243,1,21.814,1.57E+02,
1521071250,2,21.904,1.70E+02,
1521071258,3,22.053,2.62E+01,
1521071265,4,22.125,1.79E+02,
1521071271,5,22.147,1.55E+02,
1521071277,6,22.226,7.05E+01,
1521071285,1,22.291,1.99E+02,
1521071291,2,22.42,1.61E+02,
1521071299,3,22.5,3.47E+01,
1521071306,4,22.58,1.79E+02,
1521071313,5,22.593,1.49E+02,
1521071320,6,22.673,5.95E+01,
1521071327,1,22.821,1.68E+02,
1521071333,2,22.835,1.61E+02,
1521071339,3,22.927,3.07E+01,
1521071345,4,23.006,1.70E+02,
1521071351,5,23.08,1.60E+02,
1521071360,6,23.202,6.06E+01,
1521071367,1,23.269,1.86E+02,
1521071373,2,23.278,1.80E+02,
1521071380,3,23.344,7.89E+00,
1521071387,4,23.461,1.92E+02,
1521071394,5,23.472,1.74E+02,
1521071400,6,23.544,5.81E+01,
1521071408,1,23.677,1.76E+02,
1521071415,2,23.75,1.69E+02,
1521071421,3,23.775,1.89E+01,
1521071427,4,23.859,1.75E+02,
1521071435,5,23.93,1.77E+02,
1521071441,6,24.074,5.51E+01,
1521071449,1,24.148,1.91E+02,
1521071456,2,24.221,1.76E+02,
1521071462,3,24.231,-1.63E+01,
1521071470,4,24.3,1.79E+02,
1521071476,5,24.357,1.59E+02,
1521071482,6,24.425,6.61E+01,
1521071490,1,24.539,1.95E+02,
1521071497,2,24.602,1.61E+02,
1521071503,3,24.611,1.32E+01,
1521071509,4,24.669,1.79E+02,
1521071515,5,24.724,1.72E+02,
1521071521,6,24.783,7.08E+01,
1521071529,1,24.896,1.70E+02,
1521071536,2,24.963,1.63E+02,
1521071543,3,24.973,2.11E+01,
1521071550,4,25.04,1.70E+02,
1521071556,5,25.096,1.82E+02,
1521071562,6,25.162,7.24E+01,
1521071570,1,25.273,1.90E+02,
1521071576,2,25.336,1.68E+02,
1521071582,3,25.345,4.06E+01,
1521071588,4,25.399,1.73E+02,
1521071594,5,25.453,1.77E+02,
1521071601,6,25.506,5.68E+01,
1521071609,1,25.617,1.64E+02,
1521071616,2,25.669,1.64E+02,
1521071622,3,25.688,2.40E+01,
1521071628,4,25.749,1.72E+02,
1521071635,5,25.805,1.63E+02,
1521071642,6,25.913,6.72E+01,
1521071650,1,25.974,1.70E+02,
1521071657,2,26.035,1.75E+02,
1521071663,3,26.044,2.87E+01,
1521071670,4,26.106,1.64E+02,
1521071677,5,26.212,1.71E+02,
1521071684,6,26.222,5.51E+01,
1521071690,1,26.283,1.81E+02,
1521071696,2,26.335,1.78E+02,
1521071702,3,26.388,1.46E+01,
1521071710,4,26.491,1.66E+02,
1521071716,5,26.552,1.71E+02,
1521071722,6,26.561,5.56E+01,
1521071728,1,26.612,1.89E+02,
1521071735,2,26.662,1.67E+02,
1521071741,3,26.714,2.97E+01,
1521071749,4,26.818,1.71E+02,
1521071756,5,26.88,1.83E+02,
1521071762,6,26.888,5.98E+01,
1521071770,1,26.948,1.71E+02,
1521071777,2,27.048,1.84E+02,
1521071783,3,27.059,2.37E+01,
1521071789,4,27.118,2.00E+02,
1521071795,5,27.169,1.70E+02,
1521071802,6,27.219,5.68E+01,
1521071810,1,27.321,2.01E+02,
1521071817,2,27.379,1.79E+02,
1521071823,3,27.388,-4.33E+01,
1521071830,4,27.446,1.62E+02,
1521071837,5,27.547,1.76E+02,
1521071843,6,27.555,4.88E+01,
1521071850,1,27.612,1.87E+02,
1521071858,2,27.711,1.85E+02,
1521071865,3,27.761,2.88E+01,
1521071871,4,27.776,1.77E+02,
1521071878,5,27.837,1.68E+02,
1521071885,6,27.885,7.42E+01,
1521071891,1,27.983,2.10E+02,
1521071899,2,28.041,1.74E+02,
1521071907,3,28.099,3.06E+01,
1521071913,4,28.106,1.65E+02,
1521071920,5,28.162,1.73E+02,
1521071926,6,28.212,5.74E+01,
1521071932,1,28.268,1.88E+02,
1521071940,2,28.361,1.66E+02,
1521071946,3,28.417,1.90E+01,
1521071952,4,28.424,1.85E+02,
1521071958,5,28.472,1.60E+02,
1521071965,6,28.519,6.20E+01,
1521071971,1,28.566,1.83E+02,
1521071979,2,28.662,1.76E+02,
1521071986,3,28.719,2.87E+01,
1521071992,4,28.726,1.75E+02,
1521072000,5,28.78,1.69E+02,
1521072006,6,28.826,6.75E+01,
1521072012,1,28.881,1.88E+02,
1521072020,2,28.973,1.83E+02,
1521072027,3,29.028,4.30E+01,
1521072033,4,29.034,1.95E+02,
1521072039,5,29.082,1.69E+02,
1521072045,6,29.128,6.31E+01,
1521072051,1,29.174,1.89E+02,
1521072060,2,29.263,1.91E+02,
1521072067,3,29.319,1.39E+01,
1521072073,4,29.327,1.70E+02,
1521072080,5,29.379,1.78E+02,
1521072087,6,29.469,7.05E+01,
1521072093,1,29.477,1.77E+02,
1521072100,2,29.53,1.74E+02,
1521072106,3,29.575,9.28E+00,
1521072112,4,29.62,1.83E+02,
1521072120,5,29.709,1.81E+02,
1521072126,6,29.76,7.14E+01,
1521072132,1,29.767,1.91E+02,
1521072138,2,29.811,1.75E+02,
1521072144,3,29.855,3.79E+01,
1521072150,4,29.899,1.60E+02,
1521072159,5,29.987,1.79E+02,
1521072166,6,30.038,6.54E+01,
1521072172,1,30.044,1.75E+02,
1521072180,2,30.098,1.83E+02,
1521072186,3,30.142,1.50E+01,
1521072192,4,30.194,1.84E+02,
1521072200,5,30.28,1.70E+02,
1521072206,6,30.332,7.05E+01,
1521072213,1,30.339,1.82E+02,
1521072219,2,30.383,1.79E+02,
1521072225,3,30.426,3.21E+01,
1521072231,4,30.469,1.74E+02,
1521072239,5,30.553,1.70E+02,
1521072247,6,30.603,7.60E+01,
1521072253,1,30.61,1.73E+02,
1521072260,2,30.663,2.09E+02,
1521072267,3,30.747,2.32E+01,
1521072274,4,30.755,1.73E+02,
1521072280,5,30.804,1.79E+02,
1521072286,6,30.847,5.37E+01,
1521072292,1,30.889,1.77E+02,
1521072300,2,30.971,1.70E+02,
1521072306,3,31.012,-1.41E+02,
1521072312,4,31.026,1.71E+02,
1521072319,5,31.107,1.69E+02,
1521072326,6,31.149,7.49E+01,
1521072332,1,31.156,1.96E+02,
1521072339,2,31.202,1.82E+02,
1521072345,3,31.244,1.41E+01,
1521072352,4,31.291,1.76E+02,
1521072360,5,31.373,1.48E+02,
1521072367,6,31.419,7.64E+01,
1521072373,1,31.426,1.79E+02,
1521072380,2,31.474,1.82E+02,
1521072387,3,31.554,4.62E+01,
1521072393,4,31.561,1.84E+02,
1521072399,5,31.606,1.72E+02,
1521072405,6,31.646,6.40E+01,
1521072411,1,31.687,1.87E+02,
1521072419,2,31.766,1.68E+02,
1521072427,3,31.813,2.52E+01,
1521072433,4,31.819,1.86E+02,
1521072440,5,31.865,1.88E+02,
1521072447,6,31.945,7.42E+01,
1521072453,1,31.951,1.76E+02,
1521072459,2,31.998,1.81E+02,
1521072465,3,32.037,1.55E+01,
1521072471,4,32.076,1.62E+02,
1521072480,5,32.155,1.79E+02,
1521072487,6,32.201,5.14E+01,
1521072493,1,32.207,1.75E+02,
1521072500,2,32.252,1.78E+02,
1521072507,3,32.328,-1.14E+01,
1521072513,4,32.336,1.71E+02,
1521072520,5,32.382,1.84E+02,
1521072526,6,32.421,6.49E+01,
1521072532,1,32.459,1.75E+02,
1521072540,2,32.535,1.78E+02,
1521072546,3,32.581,3.10E+01,
1521072552,4,32.587,1.84E+02,
1521072559,5,32.627,1.69E+02,
1521072565,6,32.664,6.13E+01,
1521072571,1,32.704,1.66E+02,
1521072579,2,32.781,1.61E+02,
1521072586,3,32.825,2.11E+01,
1521072592,4,32.831,1.92E+02,
1521072600,5,32.875,1.94E+02,
1521072606,6,32.912,7.38E+01,
1521072612,1,32.957,1.62E+02,
1521072620,2,33.031,1.53E+02,
1521072627,3,33.075,2.76E+01,
1521072633,4,33.08,1.83E+02,
1521072640,5,33.124,1.56E+02,
1521072647,6,33.198,9.62E+01,
1521072654,1,33.204,1.94E+02,
1521072660,2,33.248,1.64E+02,
1521072666,3,33.285,-6.76E+00,
1521072672,4,33.323,1.94E+02,
1521072680,5,33.396,1.82E+02,
1521072686,6,33.438,8.19E+01,
1521072693,1,33.445,2.02E+02,
1521072699,2,33.482,1.28E+02,
1521072705,3,33.52,-6.10E+00,
1521072711,4,33.555,1.81E+02,
1521072719,5,33.628,1.86E+02,
1521072726,6,33.669,4.76E+01,
1521072732,1,33.677,1.68E+02,
1521072739,2,33.718,1.74E+02,
1521072746,3,33.754,5.28E+01,
1521072752,4,33.796,1.78E+02,
1521072760,5,33.869,1.84E+02,
1521072766,6,33.913,7.38E+01,
1521072773,1,33.919,1.79E+02,
1521072779,2,33.954,1.92E+02,
1521072785,3,33.992,3.20E+01,
1521072791,4,34.027,1.71E+02,
1521072799,5,34.099,1.52E+02,
1521072806,6,34.14,6.41E+01,
1521072813,1,34.146,1.84E+02,
1521072820,2,34.187,1.73E+02,
1521072827,3,34.26,2.16E+01,
1521072834,4,34.266,1.67E+02,
1521072840,5,34.308,1.62E+02,
1521072846,6,34.344,6.93E+01,
1521072852,1,34.378,1.80E+02,
1521072860,2,34.446,1.69E+02,
1521072866,3,34.488,2.14E+01,
1521072872,4,34.494,1.84E+02,
1521072878,5,34.53,1.66E+02,
1521072885,6,34.564,6.03E+01,
1521072891,1,34.599,1.91E+02,
1521072899,2,34.668,1.81E+02,
1521072906,3,34.702,1.18E+01,
1521072912,4,34.713,1.93E+02,
1521072918,5,34.753,1.74E+02,
1521072925,6,34.788,7.70E+01,
1521072932,1,34.857,1.72E+02,
1521072940,2,34.899,1.65E+02,
1521072947,3,34.939,-2.91E+01,
1521072953,4,34.945,1.63E+02,
1521072960,5,34.984,1.72E+02,
1521072967,6,35.051,7.67E+01,
1521072973,1,35.057,1.83E+02,
1521072980,2,35.098,1.73E+02,
1521072986,3,35.13,1.73E+01,
1521072992,4,35.166,1.79E+02,
1521073000,5,35.233,1.83E+02,
1521073007,6,35.274,7.91E+01,
1521073013,1,35.279,1.75E+02,
1521073019,2,35.313,1.89E+02,
1521073025,3,35.348,4.42E+01,
1521073031,4,35.382,1.79E+02,
1521073040,5,35.448,1.67E+02,
1521073047,6,35.488,7.85E+01,
1521073053,1,35.495,1.91E+02,
1521073060,2,35.534,1.71E+02,
1521073068,3,35.6,9.63E+01,
1521073074,4,35.607,1.92E+02,
1521073080,5,35.646,1.70E+02,
1521073088,6,35.715,5.41E+01,
1521073095,1,35.747,1.72E+02,
1521073102,2,35.759,1.90E+02,
1521073108,3,35.797,8.96E+00,
1521073115,4,35.83,1.72E+02,
1521073122,5,35.904,1.54E+02,
1521073129,6,35.937,6.16E+01,
1521073135,1,35.943,1.96E+02,
1521073141,2,35.977,1.73E+02,
1521073149,3,36.042,3.02E+01,
1521073157,4,36.08,1.65E+02,
1521073163,5,36.086,1.61E+02,
1521073170,6,36.124,8.58E+01,
1521073176,1,36.157,1.86E+02,
1521073182,2,36.195,1.70E+02,
1521073190,3,36.259,3.04E+01,
1521073196,4,36.298,1.92E+02,
1521073202,5,36.303,1.89E+02,
1521073208,6,36.335,5.63E+01,
1521073214,1,36.367,1.73E+02,
1521073221,2,36.398,1.77E+02,
1521073229,3,36.464,3.04E+01,
1521073236,4,36.501,1.88E+02,
1521073242,5,36.508,1.65E+02,
1521073250,6,36.545,6.99E+01,
1521073256,1,36.578,1.82E+02,
1521073262,2,36.616,1.76E+02,
1521073270,3,36.68,3.03E+01,
1521073276,4,36.717,1.85E+02,
1521073282,5,36.722,1.75E+02,
1521073288,6,36.753,5.03E+01,
1521073294,1,36.784,1.88E+02,
1521073301,2,36.816,1.63E+02,
1521073309,3,36.879,1.24E+01,
1521073316,4,36.91,1.90E+02,
1521073322,5,36.921,1.63E+02,
1521073328,6,36.957,5.50E+01,
1521073335,1,36.989,1.87E+02,
1521073341,2,37.051,1.72E+02,
1521073349,3,37.086,1.58E+01,
1521073356,4,37.123,1.89E+02,
1521073363,5,37.128,1.78E+02,
1521073370,6,37.164,5.97E+01,
1521073376,1,37.195,1.98E+02,
1521073382,2,37.232,1.72E+02,
1521073391,3,37.293,8.51E+00,
1521073397,4,37.325,1.92E+02,
1521073403,5,37.335,1.79E+02,
1521073409,6,37.367,5.22E+01,
1521073416,1,37.398,1.71E+02,
1521073422,2,37.429,1.91E+02,
1521073430,3,37.492,2.27E+01,
1521073437,4,37.528,1.75E+02,
1521073443,5,37.531,1.58E+02,
1521073450,6,37.568,9.38E+01,
1521073456,1,37.599,1.69E+02,
1521073462,2,37.633,1.70E+02,
1521073470,3,37.693,2.06E+01,
1521073476,4,37.73,1.79E+02,
1521073483,5,37.735,1.69E+02,
1521073489,6,37.765,5.28E+01,
1521073495,1,37.796,1.90E+02,
1521073501,2,37.826,1.91E+02,
1521073509,3,37.885,2.37E+01,
1521073516,4,37.921,1.95E+02,
1521073523,5,37.926,1.74E+02,
1521073530,6,37.961,5.27E+01,
1521073537,1,38.021,1.92E+02,
1521073543,2,38.027,1.75E+02,
1521073550,3,38.064,1.62E+01,
1521073556,4,38.093,1.68E+02,
1521073562,5,38.123,1.47E+02,
1521073571,6,38.181,5.67E+01,
1521073577,1,38.219,1.93E+02,
1521073583,2,38.224,1.63E+02,
1521073589,3,38.255,1.07E+01,
1521073595,4,38.284,1.73E+02,
1521073602,5,38.314,1.74E+02,
1521073610,6,38.373,7.06E+01,
1521073617,1,38.408,1.81E+02,
1521073623,2,38.414,1.74E+02,
1521073631,3,38.45,4.83E+01,
1521073638,4,38.508,1.78E+02,
1521073645,5,38.513,1.90E+02,
1521073651,6,38.549,7.66E+01,
1521073659,1,38.609,1.82E+02,
1521073666,2,38.643,1.88E+02,
1521073673,3,38.649,2.83E+01,
1521073680,4,38.682,1.89E+02,
1521073686,5,38.713,1.58E+02,
1521073692,6,38.746,8.85E+01,
1521073700,1,38.804,1.64E+02,
1521073706,2,38.839,1.76E+02,
1521073712,3,38.844,-1.42E+01,
1521073718,4,38.872,1.73E+02,
1521073725,5,38.901,1.68E+02,
1521073731,6,38.929,7.85E+01,
1521073739,1,38.986,1.72E+02,
1521073746,2,39.014,1.84E+02,
1521073752,3,39.024,1.85E+01,
1521073758,4,39.058,1.87E+02,
1521073765,5,39.086,1.74E+02,
1521073771,6,39.143,5.66E+01,
1521073780,1,39.176,1.83E+02,
1521073787,2,39.21,1.63E+02,
1521073793,3,39.215,4.11E+01,
1521073800,4,39.247,1.87E+02,
1521073807,5,39.305,1.72E+02,
1521073813,6,39.309,7.27E+01,
1521073819,1,39.342,1.86E+02,
1521073825,2,39.37,1.79E+02,
1521073832,3,39.398,2.79E+01,
1521073840,4,39.454,1.50E+02,
1521073847,5,39.487,1.77E+02,
1521073853,6,39.492,7.58E+01,
1521073860,1,39.527,1.74E+02,
1521073868,2,39.582,1.78E+02,
1521073874,3,39.587,4.17E+01,
1521073880,4,39.62,1.74E+02,
1521073886,5,39.648,1.79E+02,
1521073892,6,39.674,5.42E+01,
1521073901,1,39.731,1.61E+02,
1521073907,2,39.763,1.74E+02,
1521073913,3,39.768,3.02E+01,
1521073919,4,39.797,1.84E+02,
1521073925,5,39.824,1.65E+02,
1521073932,6,39.854,5.45E+01,
1521073940,1,39.91,1.72E+02,
1521073947,2,39.942,1.74E+02,
1521073953,3,39.947,1.28E+01,
1521073960,4,39.981,1.77E+02,
1521073966,5,40.008,1.83E+02,
1521073972,6,40.039,5.48E+01,
1521073980,1,40.093,1.74E+02,
1521073990,2,40.126,1.80E+02,
1521074003,3,40.17,2.92E+01,
1521074009,4,40.225,1.77E+02,
1521074015,5,40.229,1.84E+02,
1521074021,6,40.256,7.74E+01,
1521074029,1,40.311,1.72E+02,
1521074036,2,40.337,1.96E+02,
1521074042,3,40.345,3.35E+01,
1521074048,4,40.375,1.81E+02,
1521074055,5,40.403,1.50E+02,
1521074062,6,40.457,4.35E+01,
1521074070,1,40.487,1.83E+02,
1521074077,2,40.522,1.70E+02,
1521074083,3,40.525,2.28E+01,
1521074090,4,40.557,1.68E+02,
1521074097,5,40.612,1.72E+02,
1521074104,6,40.616,6.16E+01,
1521074110,1,40.647,1.72E+02,
1521074116,2,40.673,1.82E+02,
1521074122,3,40.701,1.53E+01,
1521074130,4,40.754,1.76E+02,
