#  program: tccheck_single,,,,
#  date: Tue Mar 13 16:39:56 2018,,,,
# ,,,,
#  [2.6,6,0.01, 1],
#  R bridge,,,,
# SIM921 in slot 7: Stanford_Research_Systems,SIM921,s/n012022,ver4.2,
#  Mux,,,,
# SIM925 in slot 6,channel 1: Stanford_Research_Systems,SIM925,s/n004463,ver1.32
#  Time, channel, temperature, resistance,
1520980807,1,292.768,2.03E+02,
1520980813,2,292.768,1.36E+02,
1520980820,3,292.768,1.94E+01,
1520980826,4,292.768,1.81E+02,
1520980833,5,292.769,1.70E+02,
1520980840,6,292.769,5.37E+01,
1520980846,1,292.77,1.45E+02,
1520980852,2,292.771,1.70E+02,
1520980858,3,292.771,3.42E+01,
1520980864,4,292.772,1.68E+02,
1520980871,5,292.772,1.77E+02,
1520980877,6,292.772,6.47E+01,
1520980886,1,292.774,1.88E+02,
1520980892,2,292.773,1.72E+02,
1520980898,3,292.774,6.15E+01,
1520980906,4,292.775,1.54E+02,
1520980912,5,292.775,1.93E+02,
1520980918,6,292.775,7.72E+01,
1520980926,1,292.776,1.62E+02,
1520980932,2,292.776,1.69E+02,
1520980938,3,292.776,7.31E+01,
1520980946,4,292.778,2.10E+02,
1520980952,5,292.777,1.61E+02,
1520980958,6,292.778,8.59E+01,
1520980966,1,292.778,1.60E+02,
1520980972,2,292.779,1.58E+02,
1520980978,3,292.779,5.10E+01,
1520980986,4,292.779,1.68E+02,
1520980992,5,292.78,1.81E+02,
1520980999,6,292.78,6.25E+01,
1520981006,1,292.781,1.83E+02,
1520981013,2,292.781,1.64E+02,
1520981020,3,292.781,1.90E+01,
1520981026,4,292.782,1.73E+02,
1520981033,5,292.783,1.65E+02,
1520981040,6,292.783,5.02E+01,
1520981046,1,292.783,1.66E+02,
1520981053,2,292.784,1.73E+02,
1520981060,3,292.784,5.39E+01,
1520981066,4,292.784,1.64E+02,
1520981073,5,292.785,1.70E+02,
1520981080,6,292.785,5.68E+01,
1520981086,1,292.786,1.70E+02,
1520981093,2,292.786,1.78E+02,
1520981100,3,292.786,1.71E+02,
1520981106,4,292.787,1.71E+02,
1520981114,5,292.787,1.89E+02,
1520981120,6,292.787,5.07E+01,
1520981127,1,292.788,1.70E+02,
1520981135,2,292.788,1.84E+02,
1520981141,3,292.789,2.10E+01,
1520981147,4,292.789,1.57E+02,
1520981155,5,292.79,1.28E+02,
1520981161,6,292.79,1.22E+02,
1520981167,1,292.79,1.47E+02,
1520981175,2,292.789,1.66E+02,
1520981181,3,292.789,3.42E+01,
1520981187,4,292.788,1.86E+02,
1520981195,5,292.784,1.58E+02,
1520981201,6,292.783,6.74E+01,
1520981207,1,292.78,1.76E+02,
1520981215,2,292.771,1.79E+02,
1520981221,3,292.769,3.73E+01,
1520981227,4,292.763,1.58E+02,
1520981235,5,292.749,1.53E+02,
1520981241,6,292.748,1.03E+02,
1520981248,1,292.738,1.76E+02,
1520981256,2,292.719,1.76E+02,
1520981262,3,292.717,2.09E+01,
1520981268,4,292.704,1.99E+02,
1520981276,5,292.68,1.92E+02,
1520981282,6,292.678,7.93E+01,
1520981288,1,292.663,1.67E+02,
1520981296,2,292.635,1.47E+02,
1520981302,3,292.632,5.66E+01,
1520981308,4,292.614,1.88E+02,
1520981316,5,292.581,1.66E+02,
1520981322,6,292.579,1.82E+01,
1520981328,1,292.559,1.79E+02,
1520981336,2,292.522,1.68E+02,
1520981342,3,292.519,2.40E+01,
1520981348,4,292.496,1.77E+02,
1520981356,5,292.457,1.41E+02,
1520981362,6,292.45,4.93E+01,
1520981369,1,292.429,1.76E+02,
1520981376,2,292.404,1.55E+02,
1520981383,3,292.36,2.00E+01,
1520981390,4,292.356,1.44E+02,
1520981396,5,292.329,1.50E+02,
1520981403,6,292.282,7.50E+01,
1520981410,1,292.278,1.66E+02,
1520981416,2,292.249,1.47E+02,
1520981423,3,292.2,3.16E+01,
1520981430,4,292.195,1.92E+02,
1520981436,5,292.166,1.65E+02,
1520981443,6,292.114,5.42E+01,
1520981450,1,292.109,1.72E+02,
1520981456,2,292.078,1.65E+02,
1520981463,3,292.023,5.60E+01,
1520981470,4,292.019,1.86E+02,
1520981476,5,291.986,1.64E+02,
1520981484,6,291.929,-1.08E+03,
1520981490,1,291.924,2.04E+02,
1520981497,2,291.891,1.74E+02,
1520981505,3,291.833,4.58E+01,
1520981511,4,291.828,1.60E+02,
1520981517,5,291.793,1.96E+02,
1520981525,6,291.733,6.89E+01,
1520981531,1,291.728,1.62E+02,
1520981537,2,291.692,2.16E+02,
1520981545,3,291.631,-3.50E+01,
1520981551,4,291.625,1.79E+02,
1520981557,5,291.589,1.68E+02,
1520981565,6,291.526,6.44E+01,
1520981571,1,291.52,1.58E+02,
1520981577,2,291.482,1.80E+02,
1520981585,3,291.418,9.97E+00,
1520981591,4,291.413,2.06E+02,
1520981597,5,291.375,1.61E+02,
1520981605,6,291.309,5.32E+01,
1520981611,1,291.302,1.88E+02,
1520981617,2,291.263,1.51E+02,
1520981626,3,291.196,2.89E+01,
1520981632,4,291.19,1.81E+02,
1520981638,5,291.15,1.66E+02,
1520981646,6,291.082,5.38E+01,
1520981652,1,291.076,1.54E+02,
1520981658,2,291.036,1.52E+02,
1520981666,3,290.966,8.19E+01,
1520981672,4,290.961,1.54E+02,
1520981678,5,290.92,1.37E+02,
1520981686,6,290.849,3.98E+01,
1520981692,1,290.843,2.09E+02,
1520981698,2,290.802,1.95E+02,
1520981706,3,290.731,-8.97E+01,
1520981712,4,290.724,1.81E+02,
1520981718,5,290.683,1.94E+02,
1520981726,6,290.61,7.38E+01,
1520981732,1,290.604,1.58E+02,
1520981738,2,290.562,1.94E+02,
1520981746,3,290.489,2.08E+02,
1520981753,4,290.476,1.73E+02,
1520981760,5,290.44,1.57E+02,
1520981766,6,290.396,1.68E+02,
1520981773,1,290.322,2.20E+02,
1520981780,2,290.316,2.07E+02,
1520981786,3,290.273,2.74E+01,
1520981793,4,290.198,2.09E+02,
1520981800,5,290.191,1.55E+02,
1520981806,6,290.147,1.07E+02,
1520981813,1,290.072,1.11E+02,
1520981820,2,290.066,2.06E+02,
1520981826,3,290.021,5.71E+01,
1520981833,4,289.945,1.81E+02,
1520981840,5,289.938,1.42E+02,
1520981846,6,289.894,7.59E+01,
1520981853,1,289.817,1.63E+02,
1520981860,2,289.811,2.41E+02,
1520981866,3,289.766,1.56E+01,
1520981875,4,289.688,2.38E+02,
1520981881,5,289.682,2.69E+02,
1520981887,6,289.636,3.96E+02,
1520981895,1,289.558,1.58E+02,
1520981901,2,289.552,1.80E+02,
1520981907,3,289.507,3.90E+02,
1520981915,4,289.428,1.88E+02,
1520981921,5,289.422,1.61E+02,
1520981927,6,289.376,6.07E+01,
1520981935,1,289.297,1.65E+02,
1520981941,2,289.29,1.48E+02,
1520981947,3,289.245,5.50E+01,
1520981955,4,289.165,1.66E+02,
1520981961,5,289.158,1.70E+02,
1520981967,6,289.112,8.38E+01,
1520981975,1,289.032,1.68E+02,
1520981981,2,289.026,1.76E+02,
1520981987,3,288.979,2.86E+01,
1520981995,4,288.899,1.61E+02,
1520982002,5,288.892,1.64E+02,
1520982008,6,288.846,4.78E+01,
1520982016,1,288.765,1.71E+02,
1520982022,2,288.758,1.55E+02,
1520982028,3,288.711,1.71E+01,
1520982036,4,288.63,1.95E+02,
1520982042,5,288.624,1.61E+02,
1520982048,6,288.576,8.61E+01,
1520982056,1,288.495,1.84E+02,
1520982062,2,288.488,1.60E+02,
1520982068,3,288.441,3.53E+01,
1520982076,4,288.359,1.53E+02,
1520982082,5,288.353,1.89E+02,
1520982088,6,288.305,6.03E+01,
1520982096,1,288.223,1.80E+02,
1520982102,2,288.217,1.88E+02,
1520982108,3,288.168,2.96E+01,
1520982116,4,288.086,1.77E+02,
1520982122,5,288.072,1.68E+02,
1520982130,6,288.031,6.14E+01,
1520982136,1,287.983,1.75E+02,
1520982143,2,287.9,1.70E+02,
1520982150,3,287.894,-7.72E+02,
1520982156,4,287.845,1.64E+02,
1520982163,5,287.762,2.60E+02,
1520982170,6,287.755,7.43E+01,
1520982176,1,287.707,1.99E+02,
1520982183,2,287.624,1.74E+02,
1520982190,3,287.617,3.31E+01,
1520982196,4,287.568,1.95E+02,
1520982203,5,287.485,1.65E+02,
1520982210,6,287.478,5.90E+01,
1520982216,1,287.429,1.64E+02,
1520982223,2,287.346,1.58E+02,
1520982230,3,287.338,2.73E+01,
1520982236,4,287.29,1.80E+02,
1520982243,5,287.206,1.70E+02,
1520982250,6,287.199,6.16E+01,
1520982257,1,287.15,1.81E+02,
1520982265,2,287.065,1.69E+02,
1520982271,3,287.058,2.29E+01,
1520982277,4,287.009,1.65E+02,
1520982285,5,286.924,1.54E+02,
1520982291,6,286.917,6.44E+01,
1520982297,1,286.868,2.28E+02,
1520982305,2,286.783,1.66E+02,
1520982311,3,286.775,5.53E+01,
1520982317,4,286.726,1.76E+02,
1520982325,5,286.642,1.44E+02,
1520982331,6,286.634,1.35E+02,
1520982337,1,286.584,1.87E+02,
1520982345,2,286.499,1.54E+02,
1520982351,3,286.492,2.52E+01,
1520982357,4,286.443,1.61E+02,
1520982365,5,286.357,1.52E+02,
1520982371,6,286.35,5.43E+01,
1520982378,1,286.3,1.68E+02,
1520982386,2,286.214,1.83E+02,
1520982392,3,286.207,2.13E+01,
1520982398,4,286.157,2.29E+02,
1520982406,5,286.071,9.64E+01,
1520982412,6,286.064,5.24E+01,
1520982418,1,286.014,1.75E+02,
1520982426,2,285.928,2.14E+02,
1520982432,3,285.921,-8.32E+02,
1520982438,4,285.87,1.62E+02,
1520982446,5,285.784,1.54E+02,
1520982452,6,285.777,8.03E+01,
1520982458,1,285.726,1.53E+02,
1520982466,2,285.639,1.96E+02,
1520982472,3,285.632,4.21E+01,
1520982478,4,285.582,2.10E+02,
1520982486,5,285.496,1.62E+02,
1520982492,6,285.489,6.27E+01,
1520982498,1,285.438,1.87E+02,
1520982507,2,285.35,1.79E+02,
1520982513,3,285.337,1.46E+02,
1520982520,4,285.293,1.70E+02,
1520982526,5,285.242,1.61E+02,
1520982533,6,285.155,6.03E+01,
1520982540,1,285.147,1.67E+02,
1520982546,2,285.096,1.74E+02,
1520982553,3,285.01,2.34E+01,
1520982560,4,285.001,1.50E+02,
1520982566,5,284.951,1.45E+02,
1520982573,6,284.863,5.88E+01,
1520982580,1,284.856,1.69E+02,
1520982586,2,284.805,1.72E+02,
1520982593,3,284.717,5.17E+01,
1520982600,4,284.709,1.80E+02,
1520982606,5,284.659,1.66E+02,
1520982613,6,284.571,7.95E+01,
1520982620,1,284.563,1.97E+02,
1520982626,2,284.512,1.69E+02,
1520982635,3,284.424,4.48E+01,
1520982641,4,284.416,1.74E+02,
1520982647,5,284.365,1.89E+02,
1520982655,6,284.276,6.70E+01,
1520982661,1,284.269,1.69E+02,
1520982667,2,284.217,1.64E+02,
1520982675,3,284.129,1.75E+01,
1520982681,4,284.121,1.59E+02,
1520982687,5,284.07,1.59E+02,
1520982695,6,283.981,6.32E+01,
1520982701,1,283.973,2.10E+02,
1520982707,2,283.921,1.66E+02,
1520982715,3,283.833,1.92E+01,
1520982721,4,283.825,1.60E+02,
1520982727,5,283.774,1.87E+02,
1520982735,6,283.685,5.91E+01,
1520982741,1,283.678,2.02E+02,
1520982747,2,283.626,1.49E+02,
1520982756,3,283.536,6.68E+00,
1520982762,4,283.529,1.50E+02,
1520982768,5,283.476,1.49E+02,
1520982776,6,283.387,7.09E+01,
1520982782,1,283.379,1.74E+02,
1520982788,2,283.328,1.62E+02,
1520982796,3,283.238,4.49E+01,
1520982802,4,283.229,1.48E+02,
1520982808,5,283.178,1.85E+02,
1520982816,6,283.088,7.18E+01,
1520982822,1,283.081,1.53E+02,
1520982828,2,283.028,1.73E+02,
1520982836,3,282.938,2.27E+01,
1520982842,4,282.93,1.66E+02,
1520982848,5,282.878,1.80E+02,
1520982856,6,282.788,7.16E+01,
1520982862,1,282.78,1.84E+02,
1520982869,2,282.728,1.55E+02,
1520982877,3,282.637,2.94E+01,
1520982883,4,282.622,1.74E+02,
1520982890,5,282.576,1.64E+02,
1520982896,6,282.524,5.81E+01,
1520982903,1,282.433,1.61E+02,
1520982910,2,282.425,1.58E+02,
1520982916,3,282.372,2.54E+02,
1520982923,4,282.281,1.78E+02,
1520982930,5,282.274,1.82E+02,
1520982936,6,282.22,7.93E+01,
1520982943,1,282.13,1.79E+02,
1520982950,2,282.123,1.70E+02,
1520982956,3,282.069,6.36E+01,
1520982963,4,281.977,1.68E+02,
1520982970,5,281.97,1.76E+02,
1520982976,6,281.916,4.54E+01,
1520982984,1,281.825,1.63E+02,
1520982991,2,281.818,1.81E+02,
1520982997,3,281.765,9.45E+01,
1520983005,4,281.673,1.72E+02,
1520983011,5,281.666,1.53E+02,
1520983017,6,281.612,4.85E+01,
1520983025,1,281.52,1.98E+02,
1520983031,2,281.512,1.61E+02,
1520983037,3,281.459,1.39E+01,
1520983045,4,281.367,1.60E+02,
1520983051,5,281.36,1.71E+02,
1520983057,6,281.305,3.11E+01,
1520983065,1,281.213,1.60E+02,
1520983071,2,281.205,1.79E+02,
1520983077,3,281.151,1.13E+01,
1520983085,4,281.059,1.57E+02,
1520983091,5,281.052,1.62E+02,
1520983097,6,280.997,5.48E+01,
1520983106,1,280.905,1.74E+02,
1520983112,2,280.897,1.61E+02,
1520983118,3,280.844,1.53E+01,
1520983126,4,280.751,1.85E+02,
1520983132,5,280.743,1.70E+02,
1520983138,6,280.689,8.35E+01,
1520983146,1,280.596,1.83E+02,
1520983152,2,280.588,1.56E+02,
1520983158,3,280.534,4.03E+01,
1520983166,4,280.441,1.71E+02,
1520983172,5,280.433,1.87E+02,
1520983178,6,280.379,7.74E+01,
1520983186,1,280.286,1.68E+02,
1520983192,2,280.278,1.75E+02,
1520983198,3,280.223,2.23E+01,
1520983206,4,280.13,1.70E+02,
1520983212,5,280.122,1.66E+02,
1520983218,6,280.068,4.81E+01,
1520983227,1,279.974,1.70E+02,
1520983233,2,279.967,1.49E+02,
1520983239,3,279.911,3.02E+01,
1520983247,4,279.817,2.00E+02,
1520983253,5,279.802,1.73E+02,
1520983260,6,279.754,6.57E+01,
1520983266,1,279.7,1.77E+02,
1520983273,2,279.605,1.58E+02,
1520983280,3,279.597,1.97E+01,
1520983286,4,279.542,1.79E+02,
1520983293,5,279.447,1.72E+02,
1520983300,6,279.439,5.76E+01,
1520983306,1,279.383,1.72E+02,
1520983313,2,279.288,1.72E+02,
1520983320,3,279.28,-1.78E+01,
1520983326,4,279.224,1.83E+02,
1520983333,5,279.129,1.94E+02,
1520983340,6,279.121,6.01E+01,
1520983346,1,279.065,1.83E+02,
1520983354,2,278.969,1.76E+02,
1520983361,3,278.961,9.95E+01,
1520983367,4,278.905,1.41E+02,
1520983375,5,278.809,1.90E+02,
1520983381,6,278.801,5.32E+01,
1520983387,1,278.744,1.87E+02,
1520983395,2,278.648,1.69E+02,
1520983401,3,278.641,2.44E+01,
1520983407,4,278.584,1.82E+02,
1520983415,5,278.487,1.70E+02,
1520983421,6,278.479,7.34E+01,
1520983427,1,278.423,1.88E+02,
1520983435,2,278.326,1.68E+02,
1520983441,3,278.319,3.42E+01,
1520983447,4,278.262,1.72E+02,
1520983455,5,278.164,1.82E+02,
1520983461,6,278.156,4.63E+01,
1520983467,1,278.099,1.85E+02,
1520983476,2,278.002,1.66E+02,
1520983482,3,277.994,2.86E+01,
1520983488,4,277.938,1.52E+02,
1520983496,5,277.84,1.69E+02,
1520983502,6,277.832,8.44E+01,
1520983508,1,277.775,1.67E+02,
1520983516,2,277.678,1.46E+02,
1520983522,3,277.669,3.14E+01,
1520983530,4,277.564,1.36E+02,
1520983536,5,277.548,1.62E+02,
1520983543,6,277.451,6.26E+01,
1520983550,1,277.442,1.69E+02,
1520983556,2,277.385,1.55E+02,
1520983563,3,277.287,4.22E+01,
1520983570,4,277.278,1.49E+02,
1520983576,5,277.221,1.79E+02,
1520983583,6,277.123,6.73E+01,
1520983590,1,277.115,1.66E+02,
1520983596,2,277.058,1.68E+02,
1520983604,3,276.96,2.58E+01,
1520983611,4,276.952,1.80E+02,
1520983617,5,276.894,1.65E+02,
1520983625,6,276.796,5.24E+01,
1520983631,1,276.788,1.87E+02,
1520983637,2,276.731,1.85E+02,
1520983645,3,276.633,4.15E+01,
1520983651,4,276.624,1.88E+02,
1520983657,5,276.567,1.69E+02,
1520983665,6,276.469,5.63E+01,
1520983671,1,276.461,1.73E+02,
1520983677,2,276.404,1.56E+02,
1520983685,3,276.306,4.23E+00,
1520983691,4,276.298,1.81E+02,
1520983697,5,276.24,1.56E+02,
1520983705,6,276.142,7.32E+01,
1520983711,1,276.133,1.64E+02,
1520983717,2,276.076,1.75E+02,
1520983726,3,275.978,1.95E+01,
1520983732,4,275.97,1.50E+02,
1520983738,5,275.913,1.78E+02,
1520983746,6,275.814,8.70E+01,
1520983752,1,275.806,2.08E+02,
1520983758,2,275.75,1.82E+02,
1520983766,3,275.651,1.52E+01,
1520983772,4,275.643,1.81E+02,
1520983778,5,275.586,1.93E+02,
1520983786,6,275.488,4.91E+01,
1520983792,1,275.48,1.56E+02,
1520983798,2,275.423,1.59E+02,
1520983806,3,275.325,1.70E+01,
1520983812,4,275.317,1.59E+02,
1520983818,5,275.26,1.68E+02,
1520983826,6,275.162,6.29E+01,
1520983832,1,275.154,1.82E+02,
1520983838,2,275.097,1.83E+02,
1520983846,3,274.999,3.29E+01,
1520983853,4,274.991,1.90E+02,
1520983859,5,274.935,1.67E+02,
1520983867,6,274.837,4.92E+01,
1520983873,1,274.822,1.61E+02,
1520983880,2,274.772,1.56E+02,
1520983886,3,274.716,-2.17E+01,
1520983893,4,274.618,1.49E+02,
1520983900,5,274.61,1.82E+02,
1520983906,6,274.554,5.93E+01,
1520983913,1,274.457,1.65E+02,
1520983920,2,274.449,1.77E+02,
1520983926,3,274.393,1.08E+02,
1520983933,4,274.296,1.69E+02,
1520983940,5,274.288,1.80E+02,
1520983946,6,274.231,7.20E+01,
1520983953,1,274.135,1.82E+02,
1520983960,2,274.127,2.14E+02,
1520983966,3,274.071,4.31E+01,
1520983974,4,273.975,1.69E+02,
1520983981,5,273.966,1.72E+02,
1520983987,6,273.91,4.87E+01,
1520983994,1,273.815,1.58E+02,
1520984001,2,273.806,1.53E+02,
1520984007,3,273.75,2.68E+01,
1520984015,4,273.655,1.58E+02,
1520984021,5,273.647,1.52E+02,
1520984027,6,273.591,6.81E+01,
1520984035,1,273.497,1.84E+02,
1520984041,2,273.488,1.83E+02,
1520984047,3,273.433,5.05E+01,
1520984055,4,273.338,1.79E+02,
1520984061,5,273.33,1.68E+02,
1520984067,6,273.274,9.41E+01,
1520984075,1,273.179,1.86E+02,
1520984081,2,273.172,1.82E+02,
1520984087,3,273.117,4.50E+01,
1520984095,4,273.023,1.66E+02,
1520984102,5,273.015,1.43E+02,
1520984108,6,272.96,7.79E+01,
1520984116,1,272.866,1.78E+02,
1520984122,2,272.859,1.62E+02,
1520984128,3,272.803,2.61E+01,
1520984136,4,272.711,1.79E+02,
1520984142,5,272.703,1.49E+02,
1520984148,6,272.648,7.00E+01,
1520984156,1,272.556,1.60E+02,
1520984162,2,272.548,1.63E+02,
1520984168,3,272.493,2.18E+01,
1520984176,4,272.401,1.67E+02,
1520984182,5,272.393,1.68E+02,
1520984188,6,272.339,6.36E+01,
1520984196,1,272.247,1.68E+02,
1520984202,2,272.239,1.79E+02,
1520984208,3,272.185,3.55E+01,
1520984216,4,272.092,1.70E+02,
1520984222,5,272.085,1.74E+02,
1520984229,6,272.031,5.17E+01,
1520984237,1,271.939,1.53E+02,
1520984243,2,271.932,1.72E+02,
1520984249,3,271.878,2.32E+01,
1520984257,4,271.785,1.76E+02,
1520984263,5,271.77,2.51E+02,
1520984270,6,271.725,8.60E+01,
1520984276,1,271.671,1.78E+02,
1520984283,2,271.579,1.85E+02,
1520984290,3,271.571,2.28E+01,
1520984296,4,271.518,1.73E+02,
1520984303,5,271.426,9.39E+02,
1520984310,6,271.418,5.17E+01,
1520984316,1,271.365,1.71E+02,
1520984323,2,271.273,1.67E+02,
1520984330,3,271.265,6.84E+02,
1520984336,4,271.211,1.70E+02,
1520984343,5,271.119,1.80E+03,
1520984351,6,271.112,5.81E+01,
1520984357,1,271.058,1.63E+02,
1520984364,2,270.966,1.78E+02,
1520984371,3,270.958,2.59E+01,
1520984377,4,270.905,1.90E+02,
1520984385,5,270.812,1.42E+04,
1520984391,6,270.804,5.57E+01,
1520984397,1,270.75,2.30E+02,
1520984405,2,270.657,1.53E+02,
1520984411,3,270.65,5.16E+01,
1520984417,4,270.596,1.82E+02,
1520984425,5,270.503,2.39E+02,
1520984431,6,270.495,6.00E+01,
1520984437,1,270.44,1.83E+02,
1520984445,2,270.347,1.57E+02,
1520984451,3,270.339,6.20E+01,
1520984457,4,270.285,1.46E+02,
1520984465,5,270.192,2.79E+02,
1520984471,6,270.184,5.37E+01,
1520984477,1,270.128,1.74E+02,
1520984486,2,270.034,1.70E+02,
1520984492,3,270.026,2.47E+01,
1520984498,4,269.972,1.78E+02,
1520984506,5,269.877,3.69E+02,
1520984512,6,269.868,7.52E+01,
1520984518,1,269.814,1.79E+02,
1520984526,2,269.718,1.57E+02,
1520984532,3,269.711,6.21E+02,
1520984538,4,269.655,1.61E+02,
1520984546,5,269.559,-2.31E+03,
1520984552,6,269.551,4.60E+01,
1520984558,1,269.496,1.87E+02,
1520984566,2,269.401,1.72E+02,
1520984572,3,269.393,2.56E+01,
1520984578,4,269.337,1.80E+02,
1520984586,5,269.241,-4.59E+03,
1520984592,6,269.233,7.19E+01,
1520984598,1,269.178,1.77E+02,
1520984607,2,269.081,1.67E+02,
1520984613,3,269.074,2.56E+01,
1520984619,4,269.017,1.42E+02,
1520984627,5,268.921,4.44E+02,
1520984633,6,268.913,4.30E+01,
1520984639,1,268.857,1.66E+02,
1520984647,2,268.76,1.71E+02,
1520984653,3,268.743,1.93E+01,
1520984660,4,268.695,1.69E+02,
1520984666,5,268.638,-2.76E+03,
1520984673,6,268.541,6.48E+01,
1520984680,1,268.533,1.67E+02,
1520984686,2,268.477,1.78E+02,
1520984693,3,268.38,3.09E+01,
1520984700,4,268.372,1.66E+02,
1520984706,5,268.315,3.61E+02,
1520984713,6,268.218,7.71E+01,
1520984720,1,268.21,1.78E+02,
1520984726,2,268.152,1.74E+02,
1520984734,3,268.054,7.43E+00,
1520984741,4,268.046,1.82E+02,
1520984747,5,267.989,4.69E+03,
1520984754,6,267.891,2.51E+01,
1520984761,1,267.884,1.75E+02,
1520984767,2,267.826,1.56E+02,
1520984775,3,267.728,2.21E+01,
1520984781,4,267.72,1.68E+02,
1520984787,5,267.662,1.32E+03,
1520984795,6,267.564,7.16E+01,
1520984801,1,267.556,1.61E+02,
1520984807,2,267.499,1.82E+02,
1520984815,3,267.4,2.56E+01,
1520984821,4,267.392,1.38E+02,
1520984827,5,267.334,-1.19E+03,
1520984835,6,267.235,6.77E+01,
1520984841,1,267.227,1.82E+02,
1520984847,2,267.169,1.68E+02,
1520984856,3,267.07,2.69E+01,
1520984862,4,267.062,1.77E+02,
1520984868,5,267.005,-1.68E+03,
1520984876,6,266.906,6.72E+01,
1520984882,1,266.896,1.35E+02,
1520984888,2,266.839,1.58E+02,
1520984896,3,266.74,1.26E+01,
1520984902,4,266.731,1.59E+02,
1520984908,5,266.672,5.83E+02,
1520984916,6,266.573,6.41E+01,
1520984922,1,266.565,1.60E+02,
1520984928,2,266.507,1.61E+02,
1520984936,3,266.406,1.26E+01,
1520984942,4,266.398,1.72E+02,
1520984948,5,266.341,4.99E+02,
1520984956,6,266.241,7.31E+01,
1520984962,1,266.233,1.80E+02,
1520984968,2,266.174,1.61E+02,
1520984976,3,266.074,1.44E+01,
1520984982,4,266.066,1.71E+02,
1520984989,5,266.007,9.46E+02,
1520984997,6,265.907,7.10E+01,
1520985003,1,265.898,2.01E+02,
1520985009,2,265.841,1.74E+02,
1520985017,3,265.739,3.02E+01,
1520985023,4,265.731,1.54E+02,
1520985029,5,265.673,2.94E+02,
1520985037,6,265.572,6.59E+01,
1520985043,1,265.555,1.89E+02,
1520985050,2,265.505,1.69E+02,
1520985056,3,265.446,2.30E+01,
1520985063,4,265.345,1.47E+02,
1520985070,5,265.337,1.12E+04,
1520985076,6,265.278,5.76E+01,
1520985083,1,265.177,1.76E+02,
1520985090,2,265.169,1.61E+02,
1520985096,3,265.11,1.89E+02,
1520985103,4,265.008,1.68E+02,
1520985111,5,265,8.14E+02,
1520985117,6,264.941,6.60E+01,
1520985124,1,264.84,1.71E+02,
1520985131,2,264.831,1.57E+02,
1520985137,3,264.773,2.25E+01,
1520985144,4,264.671,1.88E+02,
1520985151,5,264.663,-6.33E+02,
1520985157,6,264.604,6.08E+01,
1520985165,1,264.502,1.69E+02,
1520985171,2,264.493,1.74E+02,
1520985177,3,264.435,2.76E+01,
1520985185,4,264.334,1.76E+02,
1520985191,5,264.326,5.14E+02,
1520985197,6,264.266,6.32E+01,
1520985205,1,264.164,9.77E+01,
1520985211,2,264.156,1.63E+02,
1520985217,3,264.096,7.89E+00,
1520985226,4,263.995,2.04E+02,
1520985232,5,263.986,3.13E+03,
1520985238,6,263.927,4.76E+01,
1520985246,1,263.825,1.86E+02,
1520985252,2,263.817,1.71E+02,
1520985258,3,263.758,2.18E+01,
1520985266,4,263.655,1.93E+02,
1520985272,5,263.647,1.47E+03,
1520985278,6,263.588,8.37E+01,
1520985286,1,263.486,1.51E+02,
1520985292,2,263.478,1.71E+02,
1520985298,3,263.418,8.94E+01,
1520985306,4,263.316,1.58E+02,
1520985312,5,263.308,-2.26E+03,
1520985318,6,263.248,5.37E+01,
1520985326,1,263.146,1.68E+02,
1520985332,2,263.138,1.66E+02,
1520985338,3,263.079,2.84E+01,
1520985346,4,262.976,1.62E+02,
1520985353,5,262.968,4.36E+02,
1520985359,6,262.909,7.44E+01,
1520985367,1,262.806,1.95E+02,
1520985373,2,262.798,1.66E+02,
1520985379,3,262.739,7.41E+01,
1520985387,4,262.636,1.77E+02,
1520985393,5,262.627,8.64E+02,
1520985399,6,262.568,-1.89E+01,
1520985407,1,262.466,1.59E+02,
1520985413,2,262.449,1.84E+02,
1520985420,3,262.398,7.34E+00,
1520985426,4,262.338,1.80E+02,
1520985433,5,262.236,1.50E+04,
1520985440,6,262.228,8.61E+01,
1520985446,1,262.169,1.73E+02,
1520985453,2,262.066,1.69E+02,
1520985460,3,262.057,2.05E+01,
1520985466,4,261.998,1.91E+02,
1520985474,5,261.896,2.30E+04,
1520985481,6,261.888,6.13E+01,
1520985487,1,261.828,1.89E+02,
1520985494,2,261.726,1.66E+02,
1520985501,3,261.718,1.81E+01,
1520985507,4,261.657,1.43E+02,
1520985514,5,261.555,1.88E+03,
1520985521,6,261.547,4.77E+01,
1520985527,1,261.487,1.73E+02,
1520985535,2,261.385,1.76E+02,
1520985541,3,261.377,2.52E+01,
1520985547,4,261.317,1.85E+02,
1520985555,5,261.215,8.47E+02,
1520985561,6,261.207,5.70E+01,
1520985567,1,261.147,1.68E+02,
1520985575,2,261.045,1.70E+02,
1520985581,3,261.037,3.10E+01,
1520985587,4,260.977,1.79E+02,
1520985595,5,260.875,4.22E+02,
1520985602,6,260.867,5.76E+01,
1520985608,1,260.807,1.70E+02,
1520985616,2,260.704,1.64E+02,
1520985622,3,260.696,3.96E+01,
1520985628,4,260.636,1.73E+02,
1520985636,5,260.534,2.85E+02,
1520985642,6,260.526,5.35E+01,
1520985648,1,260.467,1.83E+02,
1520985656,2,260.365,1.65E+02,
1520985662,3,260.356,7.04E+01,
1520985668,4,260.297,1.57E+02,
1520985676,5,260.196,2.55E+02,
1520985682,6,260.187,5.59E+01,
